Location,LocCode,ImageNumber,ImageQuality,Species,NumIndividuals,Date,Time,datetime,Notes,Counter
Anteater_1,AT,IMG_0112-AT-2019-10-12-human,1.0,human,1,10/12/2019,16:24:00,2019-10-12 16:24:00, ,22
Anteater_1,AT,IMG_0120-AT-2019-10-12-coyote,1.0,coyote,1,10/12/2019,19:38:00,2019-10-12 19:38:00, ,23
Anteater_1,AT,IMG_0124-AT-2019-10-12-coyote,1.0,coyote,1,10/12/2019,19:55:00,2019-10-12 19:55:00, ,24
Anteater_1,AT,IMG_0127-AT-2019-10-12-human,1.0,human,1,10/12/2019,20:47:00,2019-10-12 20:47:00, ,25
Anteater_1,AT,IMG_0143-AT-2019-10-13-coyote,1.0,coyote,1,10/13/2019,6:22:00,2019-10-13 06:22:00, ,26
Anteater_1,AT,IMG_0152-AT-2019-10-13-human,1.0,human,1,10/13/2019,12:58:00,2019-10-13 12:58:00, ,27
Anteater_1,AT,IMG_0154-AT-2019-10-13-human,1.0,human,1,10/13/2019,13:02:00,2019-10-13 13:02:00, ,28
Anteater_1,AT,IMG_0163-AT-2019-10-13-human,1.0,human,1,10/13/2019,13:03:00,2019-10-13 13:03:00, ,29
Anteater_1,AT,IMG_0166-AT-2019-10-13-dog and human,1.0,dog and human,,10/13/2019,13:04:00,2019-10-13 13:04:00,,30
Anteater_1,AT,IMG_0177-AT-2019-10-13-human,1.0,human,4,10/13/2019,13:27:00,2019-10-13 13:27:00, ,31
Anteater_1,AT,IMG_0184-AT-2019-10-13-human,1.0,human,1,10/13/2019,14:29:00,2019-10-13 14:29:00, ,32
Anteater_1,AT,IMG_0193-AT-2019-10-13-human,1.0,human,1,10/13/2019,15:41:00,2019-10-13 15:41:00, ,33
Anteater_1,AT,IMG_0197-AT-2019-10-13-human,1.0,human,2,10/13/2019,16:13:00,2019-10-13 16:13:00, ,34
Anteater_1,AT,IMG_0199-AT-2019-10-13-human,1.0,human,1,10/13/2019,16:58:00,2019-10-13 16:58:00, ,35
Anteater_1,AT,IMG_0200-AT-2019-10-13-domestic dog,1.0,domestic dog,1,10/13/2019,16:58:00,2019-10-13 16:58:00, ,36
Anteater_1,AT,IMG_0208-AT-2019-10-13-human,1.0,human,2,10/13/2019,18:59:00,2019-10-13 18:59:00, ,37
Anteater_1,AT,IMG_0236-AT-2019-10-14-rabbit,1.0,rabbit,1,10/14/2019,5:51:00,2019-10-14 05:51:00, ,38
Anteater_1,AT,IMG_0243-AT-2019-10-14-human,2.0,human,1,10/14/2019,5:57:00,2019-10-14 05:57:00, ,39
Anteater_1,AT,IMG_0244-AT-2019-10-14-rabbit,1.0,rabbit,1,10/14/2019,6:28:00,2019-10-14 06:28:00, ,40
Anteater_1,AT,IMG_0256-AT-2019-10-14-human,1.0,human,1,10/14/2019,6:36:00,2019-10-14 06:36:00, ,41
Anteater_1,AT,IMG_0253-AT-2019-10-14-human,1.0,human,1,10/14/2019,7:07:00,2019-10-14 07:07:00, ,42
Anteater_1,AT,IMG_0256-AT-2019-10-14-human,1.0,human,1,10/14/2019,7:12:00,2019-10-14 07:12:00, ,43
Anteater_1,AT,IMG_0259-AT-2019-10-14-human,1.0,human,1,10/14/2019,7:17:00,2019-10-14 07:17:00, ,44
Anteater_1,AT,IMG_0275-AT-2019-10-14-domestic dog,1.0,domestic dog,1,10/14/2019,8:15:00,2019-10-14 08:15:00, ,45
Anteater_1,AT,IMG_0294-AT-2019-10-14-human,1.0,human,2,10/14/2019,9:25:00,2019-10-14 09:25:00, ,46
Anteater_1,AT,IMG_0307-AT-2019-10-14-human,1.0,human,1,10/14/2019,10:41:00,2019-10-14 10:41:00, ,47
Anteater_1,AT,IMG_0312-AT-2019-10-14-human,1.0,human,3,10/14/2019,10:48:00,2019-10-14 10:48:00, ,48
Anteater_1,AT,IMG_0313-AT-2019-10-14-human,1.0,human,1,10/14/2019,11:25:00,2019-10-14 11:25:00, ,49
Anteater_1,AT,IMG_0320-AT-2019-10-14-human,1.0,human,1,10/14/2019,13:47:00,2019-10-14 13:47:00, ,50
Anteater_1,AT,IMG_0323-AT-2019-10-14-human,1.0,human,1,10/14/2019,14:15:00,2019-10-14 14:15:00, ,51
Anteater_1,AT,IMG_0328-AT-2019-10-14-human,1.0,human,1,10/14/2019,15:27:00,2019-10-14 15:27:00, ,52
Anteater_1,AT,IMG_0331-AT-2019-10-14-human,1.0,human,1,10/14/2019,15:31:00,2019-10-14 15:31:00, ,53
Anteater_1,AT,IMG_0341-AT-2019-10-14-human,1.0,human,2,10/14/2019,15:42:00,2019-10-14 15:42:00, ,54
Anteater_1,AT,IMG_0343-AT-2019-10-14-human,1.0,human,1,10/14/2019,18:25:00,2019-10-14 18:25:00, ,55
Anteater_1,AT,IMG_0347-AT-2019-10-14-human,1.0,human,1,10/14/2019,19:02:00,2019-10-14 19:02:00, ,56
Anteater_1,AT,IMG_0355-AT-2019-10-14-human,1.0,human,1,10/14/2019,19:34:00,2019-10-14 19:34:00, ,57
Anteater_1,AT,IMG_0367-AT-2019-10-14-coyote,1.0,coyote,1,10/14/2019,20:21:00,2019-10-14 20:21:00, ,58
Anteater_1,AT,IMG_0371-AT-2019-10-15-coyote,1.0,coyote,2,10/15/2019,2:41:00,2019-10-15 02:41:00, ,59
Anteater_1,AT,IMG_0378-AT-2019-10-15-unknown,3.0,unknown,1,10/15/2019,6:09:00,2019-10-15 06:09:00, ,60
Anteater_1,AT,IMG_0388-AT-2019-10-15-human,3.0,human,1,10/15/2019,7:07:00,2019-10-15 07:07:00, ,61
Anteater_1,AT,IMG_0394-AT-2019-10-15-human,1.0,human,1,10/15/2019,7:51:00,2019-10-15 07:51:00, ,62
Anteater_1,AT,IMG_0397-AT-2019-10-15-human,1.0,human,1,10/15/2019,7:56:00,2019-10-15 07:56:00, ,63
Anteater_1,AT,IMG_0416-AT-2019-10-15-human,1.0,human,1,10/15/2019,14:08:00,2019-10-15 14:08:00, ,64
Anteater_1,AT,IMG_0418-AT-2019-10-15-human,1.0,human,1,10/15/2019,16:09:00,2019-10-15 16:09:00, ,65
Anteater_1,AT,IMG_0419-AT-2019-10-15-human,1.0,human,1,10/15/2019,16:09:00,2019-10-15 16:09:00, ,66
Anteater_1,AT,IMG_0421-AT-2019-10-15-human,1.0,human,1,10/15/2019,16:30:00,2019-10-15 16:30:00, ,67
Anteater_1,AT,IMG_0422-AT-2019-10-15-human,1.0,human,1,10/15/2019,16:30:00,2019-10-15 16:30:00, ,68
Anteater_1,AT,IMG_0424-AT-2019-10-15-human,1.0,human,1,10/15/2019,16:45:00,2019-10-15 16:45:00, ,69
Anteater_1,AT,IMG_0428-AT-2019-10-15-dog and human,1.0,dog and human,,10/15/2019,17:32:00,2019-10-15 17:32:00,,70
Anteater_1,AT,IMG_0430-AT-2019-10-15-human,1.0,human,1,10/15/2019,18:15:00,2019-10-15 18:15:00, ,71
Anteater_1,AT,IMG_0433-AT-2019-10-15-human,1.0,human,1,10/15/2019,19:33:00,2019-10-15 19:33:00, ,72
Anteater_1,AT,IMG_0438-AT-2019-10-15-human,1.0,human,1,10/15/2019,19:41:00,2019-10-15 19:41:00, ,73
Anteater_1,AT,IMG_0439-AT-2019-10-15-human,1.0,human,1,10/15/2019,20:09:00,2019-10-15 20:09:00, ,74
Anteater_1,AT,IMG_0442-AT-2019-10-15-coyote,1.0,coyote,1,10/15/2019,0:41:00,2019-10-15 00:41:00, ,75
Anteater_1,AT,IMG_0447-AT-2019-10-16-human,1.0,human,1,10/16/2019,1:07:00,2019-10-16 01:07:00, ,76
Anteater_1,AT,IMG_0448-AT-2019-10-16-human,1.0,human,1,10/16/2019,1:14:00,2019-10-16 01:14:00, ,77
Anteater_1,AT,IMG_0451-AT-2019-10-16-rabbit,1.0,rabbit,1,10/16/2019,6:17:00,2019-10-16 06:17:00, ,78
Anteater_1,AT,IMG_0455-AT-2019-10-16-human,1.0,human,1,10/16/2019,6:32:00,2019-10-16 06:32:00, ,79
Anteater_1,AT,IMG_0458-AT-2019-10-16-dog and human,1.0,dog and human,,10/16/2019,7:09:00,2019-10-16 07:09:00,,80
Anteater_1,AT,IMG_0459-AT-2019-10-16-human,1.0,human,1,10/16/2019,7:09:00,2019-10-16 07:09:00, ,81
Anteater_1,AT,IMG_0463-AT-2019-10-16-human,1.0,human,2,10/16/2019,7:19:00,2019-10-16 07:19:00, ,82
Anteater_1,AT,IMG_0467-AT-2019-10-16-human,1.0,human,1,10/16/2019,7:21:00,2019-10-16 07:21:00, ,83
Anteater_1,AT,IMG_0469-AT-2019-10-16-human,1.0,human,1,10/16/2019,7:59:00,2019-10-16 07:59:00, ,84
Anteater_1,AT,IMG_0472-AT-2019-10-16-human,1.0,human,2,10/16/2019,8:00:00,2019-10-16 08:00:00, ,85
Anteater_1,AT,IMG_0475-AT-2019-10-16-human,1.0,human,1,10/16/2019,8:05:00,2019-10-16 08:05:00, ,86
Anteater_1,AT,IMG_0479-AT-2019-10-16-dog and human,1.0,dog and human,,10/16/2019,8:18:00,2019-10-16 08:18:00,,87
Anteater_1,AT,IMG_0484-AT-2019-10-16-human,1.0,human,1,10/16/2019,9:06:00,2019-10-16 09:06:00, ,88
Anteater_1,AT,IMG_0493-AT-2019-10-16-dog and human,1.0,dog and human,,10/16/2019,11:46:00,2019-10-16 11:46:00,,89
Anteater_1,AT,IMG_0502-AT-2019-10-16-dog and human,1.0,dog and human,,10/16/2019,14:50:00,2019-10-16 14:50:00,,90
Anteater_1,AT,IMG_0505-AT-2019-10-16-human,1.0,human,1,10/16/2019,15:50:00,2019-10-16 15:50:00, ,91
Anteater_1,AT,IMG_0507-AT-2019-10-16-human,1.0,human,1,10/16/2019,15:50:00,2019-10-16 15:50:00, ,92
Anteater_1,AT,IMG_0508-AT-2019-10-16-human,1.0,human,1,10/16/2019,16:06:00,2019-10-16 16:06:00, ,93
Anteater_1,AT,IMG_0511-AT-2019-10-16-human,1.0,human,1,10/16/2019,16:46:00,2019-10-16 16:46:00, ,94
Anteater_1,AT,IMG_0515-AT-2019-10-16-human,1.0,human,1,10/16/2019,17:49:00,2019-10-16 17:49:00, ,95
Anteater_1,AT,IMG_0517-AT-2019-10-16-human,1.0,human,1,10/16/2019,19:00:00,2019-10-16 19:00:00, ,96
Anteater_1,AT,IMG_0522-AT-2019-10-16-human,1.0,human,1,10/16/2019,19:04:00,2019-10-16 19:04:00, ,97
Anteater_1,AT,IMG_0534-AT-2019-10-16-human,2.0,human,1,10/16/2019,19:37:00,2019-10-16 19:37:00, ,98
Anteater_1,AT,IMG_0538-AT-2019-10-16-coyote,2.0,coyote,1,10/16/2019,21:54:00,2019-10-16 21:54:00, ,99
Anteater_1,AT,IMG_0541-AT-2019-10-16-coyote,1.0,coyote,1,10/16/2019,3:40:00,2019-10-16 03:40:00, ,100
Anteater_1,AT,IMG_0544-AT-2019-10-17-rabbit,1.0,rabbit,1,10/17/2019,4:29:00,2019-10-17 04:29:00, ,101
Anteater_1,AT,IMG_0550-AT-2019-10-17-dog and human,1.0,dog and human,,10/17/2019,5:50:00,2019-10-17 05:50:00,,102
Anteater_1,AT,IMG_0553-AT-2019-10-17-human,1.0,human,1,10/17/2019,7:45:00,2019-10-17 07:45:00, ,103
Anteater_1,AT,IMG_0556-AT-2019-10-17-human,1.0,human,1,10/17/2019,7:46:00,2019-10-17 07:46:00, ,104
Anteater_1,AT,IMG_0563-AT-2019-10-17-dog and human,1.0,dog and human,,10/17/2019,8:20:00,2019-10-17 08:20:00,,105
Anteater_1,AT,IMG_0613-AT-2019-10-17-human,1.0,human,1,10/17/2019,16:20:00,2019-10-17 16:20:00, ,106
Anteater_1,AT,IMG_0615-AT-2019-10-17-human,1.0,human,1,10/17/2019,16:20:00,2019-10-17 16:20:00, ,107
Anteater_1,AT,IMG_0622-AT-2019-10-17-human,1.0,human,1,10/17/2019,16:37:00,2019-10-17 16:37:00, ,108
Anteater_1,AT,IMG_0628-AT-2019-10-17-human,1.0,human,1,10/17/2019,17:34:00,2019-10-17 17:34:00, ,109
Anteater_1,AT,IMG_0632-AT-2019-10-17-dog and human,1.0,dog and human,,10/17/2019,17:44:00,2019-10-17 17:44:00,,110
Anteater_1,AT,IMG_0634-AT-2019-10-17-human,1.0,human,1,10/17/2019,18:03:00,2019-10-17 18:03:00, ,111
Anteater_1,AT,IMG_0637-AT-2019-10-16-human,1.0,human,1,10/16/2019,20:32:00,2019-10-16 20:32:00, ,112
Anteater_1,AT,IMG_0643-AT-2019-10-17-human,1.0,human,1,10/17/2019,0:02:00,2019-10-17 00:02:00, ,113
Anteater_1,AT,IMG_0646-AT-2019-10-18-human,1.0,human,1,10/18/2019,5:53:00,2019-10-18 05:53:00, ,114
Anteater_1,AT,IMG_0650-AT-2019-10-18-rabbit,1.0,rabbit,1,10/18/2019,6:13:00,2019-10-18 06:13:00, ,115
Anteater_1,AT,IMG_0655-AT-2019-10-18-human,2.0,human,1,10/18/2019,7:16:00,2019-10-18 07:16:00, ,116
Anteater_1,AT,IMG_0658-AT-2019-10-18-human,2.0,human,1,10/18/2019,7:23:00,2019-10-18 07:23:00, ,117
Anteater_1,AT,IMG_0663-AT-2019-10-18-dog and human,1.0,dog and human,,10/18/2019,7:28:00,2019-10-18 07:28:00,,118
Anteater_1,AT,IMG_0664-AT-2019-10-18-human,1.0,human,1,10/18/2019,7:39:00,2019-10-18 07:39:00, ,119
Anteater_1,AT,IMG_0667-AT-2019-10-18-human,1.0,human,1,10/18/2019,7:43:00,2019-10-18 07:43:00, ,120
Anteater_1,AT,IMG_0670-AT-2019-10-18-human,1.0,human,1,10/18/2019,7:44:00,2019-10-18 07:44:00, ,121
Anteater_2,AT,IMG_0687-AT-2019-10-18-human,1.0,human,1,10/18/2019,10:02:00,2019-10-18 10:02:00,New Orientation#2,122
Anteater_2,AT,IMG_0732-AT-2019-10-18-human,1.0,human,1,10/18/2019,16:05:00,2019-10-18 16:05:00, ,123
Anteater_2,AT,IMG_0738-AT-2019-10-18-human,1.0,human,1,10/18/2019,18:12:00,2019-10-18 18:12:00, ,124
Anteater_2,AT,IMG_0739-AT-2019-10-18-rabbit,1.0,rabbit,1,10/18/2019,22:44:00,2019-10-18 22:44:00, ,125
Anteater_2,AT,IMG_0741-AT-2019-10-18-rabbit,1.0,rabbit,1,10/18/2019,23:34:00,2019-10-18 23:34:00, ,126
Anteater_2,AT,IMG_0744-AT-2019-10-18-rabbit,1.0,rabbit,1,10/18/2019,0:30:00,2019-10-18 00:30:00, ,127
Anteater_2,AT,IMG_0747-AT-2019-10-19-coyote,1.0,coyote,1,10/19/2019,0:40:00,2019-10-19 00:40:00, ,128
Anteater_2,AT,IMG_0751-AT-2019-10-19-coyote,1.0,coyote,1,10/19/2019,3:44:00,2019-10-19 03:44:00, ,129
Anteater_2,AT,IMG_0756-AT-2019-10-19-human,1.0,human,1,10/19/2019,7:57:00,2019-10-19 07:57:00, ,130
Anteater_2,AT,IMG_0762-AT-2019-10-19-human,1.0,human,1,10/19/2019,9:39:00,2019-10-19 09:39:00, ,131
Anteater_2,AT,IMG_0768-AT-2019-10-19-human,1.0,human,2,10/19/2019,10:19:00,2019-10-19 10:19:00, ,132
Anteater_2,AT,IMG_0774-AT-2019-10-19-human,1.0,human,2,10/19/2019,12:52:00,2019-10-19 12:52:00, ,133
Anteater_2,AT,IMG_0781-AT-2019-10-19-human,1.0,human,1,10/19/2019,12:56:00,2019-10-19 12:56:00, ,134
Anteater_2,AT,IMG_0799-AT-2019-10-19-coyote,1.0,coyote,1,10/19/2019,21:57:00,2019-10-19 21:57:00, ,135
Anteater_2,AT,IMG_0813-AT-2019-10-19-bird,1.0,bird,1,10/19/2019,9:18:00,2019-10-19 09:18:00,cool picture,136
Anteater_2,AT,IMG_0818-AT-2019-10-20-human,1.0,human,2,10/20/2019,10:04:00,2019-10-20 10:04:00, ,137
Anteater_2,AT,IMG_0822-AT-2019-10-20-human,1.0,human,1,10/20/2019,10:47:00,2019-10-20 10:47:00, ,138
Anteater_2,AT,IMG_0825-AT-2019-10-20-human,1.0,human,1,10/20/2019,11:59:00,2019-10-20 11:59:00, ,139
Anteater_2,AT,IMG_0840-AT-2019-10-20-human,1.0,human,1,10/20/2019,15:01:00,2019-10-20 15:01:00, ,140
Anteater_2,AT,IMG_0847-AT-2019-10-20-dog and human,1.0,dog and human,,10/20/2019,18:18:00,2019-10-20 18:18:00,,141
Anteater_2,AT,IMG_0849-AT-2019-10-20-coyote,1.0,coyote,1,10/20/2019,18:48:00,2019-10-20 18:48:00, ,142
Anteater_2,AT,IMG_0852-AT-2019-10-20-coyote,1.0,coyote,1,10/20/2019,21:09:00,2019-10-20 21:09:00, ,143
Anteater_2,AT,IMG_0856-AT-2019-10-20-coyote,1.0,coyote,2,10/20/2019,21:11:00,2019-10-20 21:11:00, ,144
Anteater_2,AT,IMG_0859-AT-2019-10-20-rabbit,2.0,rabbit,1,10/20/2019,22:39:00,2019-10-20 22:39:00, ,145
Anteater_2,AT,IMG_0861-AT-2019-10-20-coyote,2.0,coyote,1,10/20/2019,23:32:00,2019-10-20 23:32:00, ,146
Anteater_2,AT,IMG_0864-AT-2019-10-20-rabbit,3.0,rabbit,1,10/20/2019,3:23:00,2019-10-20 03:23:00, ,147
Anteater_2,AT,IMG_0867-AT-2019-10-21-rabbit,3.0,rabbit,1,10/21/2019,3:50:00,2019-10-21 03:50:00, ,148
Anteater_2,AT,IMG_0871-AT-2019-10-21-rabbit,2.0,rabbit,1,10/21/2019,5:31:00,2019-10-21 05:31:00, ,149
Anteater_2,AT,IMG_0876-AT-2019-10-21-rabbit,3.0,rabbit,1,10/21/2019,6:24:00,2019-10-21 06:24:00, ,150
Anteater_2,AT,IMG_0879-AT-2019-10-21-human,1.0,human,1,10/21/2019,6:48:00,2019-10-21 06:48:00, ,151
Anteater_2,AT,IMG_0883-AT-2019-10-21-dog and human,2.0,dog and human,,10/21/2019,8:11:00,2019-10-21 08:11:00,,152
Anteater_2,AT,IMG_0900-AT-2019-10-21-bird,3.0,bird,1,10/21/2019,15:04:00,2019-10-21 15:04:00, ,153
Anteater_2,AT,IMG_0903-AT-2019-10-21-human,2.0,human,1,10/21/2019,17:57:00,2019-10-21 17:57:00, ,154
Anteater_2,AT,IMG_0906-AT-2019-10-21-human,3.0,human,1,10/21/2019,18:53:00,2019-10-21 18:53:00,cyclist,155
Anteater_2,AT,IMG_0909-AT-2019-10-21-coyote,3.0,coyote,1,10/21/2019,22:16:00,2019-10-21 22:16:00, ,156
Anteater_2,AT,IMG_0912-AT-2019-10-21-coyote,2.0,coyote,1,10/21/2019,22:49:00,2019-10-21 22:49:00, ,157
Anteater_2,AT,IMG_0915-AT-2019-10-21-coyote,2.0,coyote,1,10/21/2019,23:22:00,2019-10-21 23:22:00, ,158
Anteater_2,AT,IMG_0918-AT-2019-10-21-coyote,3.0,coyote,1,10/21/2019,23:24:00,2019-10-21 23:24:00, ,159
Anteater_2,AT,IMG_0922-AT-2019-10-22-rabbit,2.0,rabbit,1,10/22/2019,4:36:00,2019-10-22 04:36:00, ,160
Anteater_2,AT,IMG_0924-AT-2019-10-22-unknown,3.0,unknown,1,10/22/2019,4:38:00,2019-10-22 04:38:00,possibly a rabbit,161
Anteater_2,AT,IMG_0927-AT-2019-10-22-unknown,3.0,unknown,1,10/22/2019,6:22:00,2019-10-22 06:22:00,possibly a rabbit,162
Anteater_2,AT,IMG_0930-AT-2019-10-22-human,1.0,human,1,10/22/2019,7:34:00,2019-10-22 07:34:00, ,163
Anteater_2,AT,IMG_0934-AT-2019-10-22-human,2.0,human,1,10/22/2019,7:43:00,2019-10-22 07:43:00, ,164
Anteater_2,AT,IMG_0936-AT-2019-10-22-human,2.0,human,1,10/22/2019,11:19:00,2019-10-22 11:19:00,cyclist,165
Anteater_2,AT,IMG_0940-AT-2019-10-22-human,2.0,human,1,10/22/2019,11:44:00,2019-10-22 11:44:00,cyclist,166
Anteater_2,AT,IMG_0942-AT-2019-10-22-human,2.0,human,1,10/22/2019,12:42:00,2019-10-22 12:42:00, ,167
Anteater_2,AT,IMG_0961-AT-2019-10-22-bird,2.0,bird,1,10/22/2019,14:12:00,2019-10-22 14:12:00, ,168
Anteater_2,AT,IMG_0963-AT-2019-10-22-bird,3.0,bird,1,10/22/2019,14:15:00,2019-10-22 14:15:00, ,169
Anteater_2,AT,IMG_0969-AT-2019-10-22-bird,3.0,bird,1,10/22/2019,14:59:00,2019-10-22 14:59:00, ,170
Anteater_2,AT,IMG_0973-AT-2019-10-22-human,1.0,human,1,10/22/2019,15:12:00,2019-10-22 15:12:00, ,171
Anteater_2,AT,IMG_0975-AT-2019-10-22-human,2.0,human,2,10/22/2019,17:04:00,2019-10-22 17:04:00, ,172
Anteater_2,AT,IMG_0978-AT-2019-10-22-dog and human,1.0,dog and human,,10/22/2019,18:15:00,2019-10-22 18:15:00,,173
Anteater_2,AT,IMG_0982-AT-2019-10-22-coyote,2.0,coyote,1,10/22/2019,19:48:00,2019-10-22 19:48:00, ,174
Anteater_2,AT,IMG_0984-AT-2019-10-22-unknown,3.0,unknown,1,10/22/2019,21:46:00,2019-10-22 21:46:00,possibly a rabbit,175
Anteater_2,AT,IMG_0987-AT-2019-10-22-unknown,3.0,unknown,1,10/22/2019,22:14:00,2019-10-22 22:14:00,possibly a rabbit,176
Anteater_2,AT,IMG_0991-AT-2019-10-22-rabbit,2.0,rabbit,1,10/22/2019,22:42:00,2019-10-22 22:42:00, ,177
Anteater_2,AT,IMG_0994-AT-2019-10-23-coyote,2.0,coyote,1,10/23/2019,2:01:00,2019-10-23 02:01:00, ,178
Anteater_2,AT,IMG_0996-AT-2019-10-23-unknown,3.0,unknown,1,10/23/2019,3:27:00,2019-10-23 03:27:00,possibly a rabbit,179
Anteater_2,AT,IMG_0999-AT-2019-10-23-unknown,3.0,unknown,1,10/23/2019,4:33:00,2019-10-23 04:33:00,possibly a rabbit,180
Anteater_2,AT,IMG_1002-AT-2019-10-23-rabbit,2.0,rabbit,1,10/23/2019,5:37:00,2019-10-23 05:37:00, ,181
Anteater_2,AT,IMG_1006-AT-2019-10-23-rabbit,2.0,rabbit,1,10/23/2019,6:29:00,2019-10-23 06:29:00, ,182
Anteater_2,AT,IMG_1008-AT-2019-10-23-human,1.0,human,1,10/23/2019,7:42:00,2019-10-23 07:42:00, ,183
Anteater_2,AT,IMG_1012-AT-2019-10-23-human,1.0,human,1,10/23/2019,7:28:00,2019-10-23 07:28:00, ,184
Anteater_2,AT,IMG_1014-AT-2019-10-23-human,1.0,human,1,10/23/2019,10:22:00,2019-10-23 10:22:00, ,185
Anteater_2,AT,IMG_1018-AT-2019-10-23-human,1.0,human,1,10/23/2019,10:30:00,2019-10-23 10:30:00, ,186
Anteater_2,AT,IMG_1020-AT-2019-10-23-human,1.0,human,1,10/23/2019,11:35:00,2019-10-23 11:35:00, ,187
Anteater_2,AT,IMG_1042-AT-2019-10-23-human,2.0,human,1,10/23/2019,14:41:00,2019-10-23 14:41:00, ,188
Anteater_2,AT,IMG_1048-AT-2019-10-23-coyote,1.0,coyote,1,10/23/2019,20:26:00,2019-10-23 20:26:00, ,189
Anteater_2,AT,IMG_1051-AT-2019-10-23-rabbit,2.0,rabbit,1,10/23/2019,21:32:00,2019-10-23 21:32:00, ,190
Anteater_2,AT,IMG_1053-AT-2019-10-23-unknown,3.0,unknown,1,10/23/2019,23:39:00,2019-10-23 23:39:00,possibly a rabbit,191
Anteater_2,AT,IMG_1057-AT-2019-10-24-rabbit,2.0,rabbit,1,10/24/2019,3:49:00,2019-10-24 03:49:00, ,192
Anteater_2,AT,IMG_1061-AT-2019-10-24-rabbit,2.0,rabbit,1,10/24/2019,5:10:00,2019-10-24 05:10:00, ,193
Anteater_2,AT,IMG_1062-AT-2019-10-24-rabbit,3.0,rabbit,1,10/24/2019,5:34:00,2019-10-24 05:34:00, ,194
Anteater_2,AT,IMG_1068-AT-2019-10-24-human,2.0,human,1,10/24/2019,8:28:00,2019-10-24 08:28:00, ,195
Anteater_2,AT,IMG_1072-AT-2019-10-24-human,1.0,human,1,10/24/2019,9:20:00,2019-10-24 09:20:00, ,196
Anteater_2,AT,IMG_1101-AT-2019-10-24-human,1.0,human,1,10/24/2019,17:26:00,2019-10-24 17:26:00,cyclist,197
Anteater_2,AT,IMG_1103-AT-2019-10-24-human,2.0,human,1,10/24/2019,17:26:00,2019-10-24 17:26:00,cyclist,198
Anteater_2,AT,IMG_1111-AT-2019-10-24-dog and human,2.0,dog and human,,10/24/2019,18:35:00,2019-10-24 18:35:00,,199
Anteater_2,AT,IMG_1122-AT-2019-10-24-rabbit,3.0,rabbit,2,10/24/2019,21:28:00,2019-10-24 21:28:00, ,200
