Location,LocCode,ImageNumber,ImageQuality,Species,NumIndividuals,Date,Time,datetime,Notes,Counter
MacArthurBridge,MB,RCNX0601-MB-2020-02-21-human,1.0,human,1.0,2/21/2020,14:54:00,2020-02-21 14:54:00,jogger,5657
MacArthurBridge,MB,RCNX0874-MB-2020-02-27-human,1.0,human,1.0,2/27/2020,16:12:00,2020-02-27 16:12:00, ,5749
MacArthurBridge,MB,RCNX0481-MB-2020-02-05-human,1.0,human,1.0,2/5/2020,15:58:00,2020-02-05 15:58:00,Runner,5440
MacArthurBridge,MB,RCNX0319-MB-2020-04-06-human,1.0,human,1.0,4/6/2020,18:34:00,2020-04-06 18:34:00, ,6373
MacArthurBridge,MB,RCNX0115-MB-2020-01-27-coyote,2.0,coyote,3.0,1/27/2020,17:28:00,2020-01-27 17:28:00, ,5316
MacArthurBridge,MB,RCNX0532-MB-2020-04-12-human,1.0,human,1.0,4/12/2020,13:33:00,2020-04-12 13:33:00, ,6417
MacArthurBridge,MB,RCNX0358-MB-2020-02-16-human,1.0,human,1.0,2/16/2020,11:20:00,2020-02-16 11:20:00,jogger,5578
MacArthurBridge,MB,RCNX1186-MB-2020-03-05-human,1.0,human,1.0,3/5/2020,18:31:00,2020-03-05 18:31:00, ,5851
MacArthurBridge,MB,RCNX0982-MB-2020-03-29-human,1.0,human,1.0,3/29/2020,13:32:09,2020-03-29 13:32:09, ,6190
MacArthurBridge,MB,RCNX0184-MB-2020-01-29-human,1.0,human,1.0,1/29/2020,16:25:00,2020-01-29 16:25:00,Homeless person,5339
MacArthurBridge,MB,RCNX0499-MB-2020-02-06-human,1.0,human,1.0,2/6/2020,7:14:00,2020-02-06 07:14:00,Homeless person,5446
MacArthurBridge,MB,RCNX0658-MB-2020-03-24-human,1.0,human,1.0,3/24/2020,12:25:05,2020-03-24 12:25:05, ,6086
MacArthurBridge,MB,RCNX0385-MB-2020-02-03-human,1.0,human,1.0,2/3/2020,14:10:00,2020-02-03 14:10:00, ,5406
MacArthurBridge,MB,RCNX2413-MB-2020-04-29-human,1.0,human,3.0,4/29/2020,17:13:00,2020-04-29 17:13:00, ,6669
MacArthurBridge,MB,RCNX1102-MB-2020-03-31-horse and human,1.0,horse and human,,3/31/2020,14:53:03,2020-03-31 14:53:03,,6231
MacArthurBridge,MB,RCNX0010-MB-2020-01-24-human,1.0,human,1.0,1/24/2020,13:52:00,2020-01-24 13:52:00, ,5280
MacArthurBridge,MB,RCNX1948-MB-2020-04-26-coyote,1.0,coyote,1.0,4/26/2020,20:10:00,2020-04-26 20:10:00, ,6625
MacArthurBridge,MB,RCNX0574-MB-2020-02-21-domestic dog,1.0,domestic dog,1.0,2/21/2020,6:37:00,2020-02-21 06:37:00, ,5647
MacArthurBridge,MB,RCNX0724-MB-2020-02-24-human,1.0,human,1.0,2/24/2020,13:55:00,2020-02-24 13:55:00,jogger,5699
MacArthurBridge,MB,RCNX0328-MB-2020-02-02-human,1.0,human,1.0,2/2/2020,7:58:00,2020-02-02 07:58:00,Homeless person,5388
MacArthurBridge,MB,RCNX0430-MB-2020-02-04-coyote,1.0,coyote,2.0,2/4/2020,16:29:00,2020-02-04 16:29:00, ,5423
MacArthurBridge,MB,RCNX0109-MB-2020-01-27-coyote,1.0,coyote,1.0,1/27/2020,17:15:00,2020-01-27 17:15:00, ,5315
MacArthurBridge,MB,RCNX0709-MB-2020-02-24-human,1.0,human,1.0,2/24/2020,8:05:00,2020-02-24 08:05:00, ,5694
MacArthurBridge,MB,RCNX0295-MB-2020-03-15-rabbit,2.0,rabbit,1.0,3/15/2020,2:34:40,2020-03-15 02:34:40, ,5959
MacArthurBridge,MB,RCNX0814-MB-2020-03-27-human,2.0,human,1.0,3/27/2020,13:11:35,2020-03-27 13:11:35, ,6135
MacArthurBridge,MB,RCNX0082-MB-2020-04-04-human,1.0,human,1.0,4/4/2020,9:41:00,2020-04-04 09:41:00, ,6308
MacArthurBridge,MB,RCNX0439-MB-2020-04-10-human,1.0,human,1.0,4/10/2020,16:14:00,2020-04-10 16:14:00, ,6394
MacArthurBridge,MB,RCNX1861-MB-2020-04-26-dog and human,1.0,dog and human,,4/26/2020,6:48:00,2020-04-26 06:48:00,,6601
MacArthurBridge,MB,RCNX2584-MB-2020-05-01-human,1.0,human,2.0,5/1/2020,7:05:00,2020-05-01 07:05:00, ,6700
MacArthurBridge,MB,RCNX0217-MB-2020-03-12-domestic dog,2.0,domestic dog,1.0,3/12/2020,8:44:03,2020-03-12 08:44:03, ,5927
MacArthurBridge,MB,RCNX0763-MB-2020-03-26-human,1.0,human,1.0,3/26/2020,14:34:59,2020-03-26 14:34:59, ,6118
MacArthurBridge,MB,RCNX0490-MB-2020-02-05-human,1.0,human,2.0,2/5/2020,17:48:00,2020-02-05 17:48:00,Runners,5443
MacArthurBridge,MB,RCNX2464-MB-2020-04-30-human,1.0,human,2.0,4/30/2020,11:34:00,2020-04-30 11:34:00, ,6683
MacArthurBridge,MB,RCNX0097-MB-2020-02-10-domestic dog,1.0,domestic dog,1.0,2/10/2020,14:20:00,2020-02-10 14:20:00, ,5491
MacArthurBridge,MB,RCNX1267-MB-2020-04-02-human,1.0,human,1.0,4/2/2020,14:07:25,2020-04-02 14:07:25, ,6276
MacArthurBridge,MB,RCNX0859-MB-2020-03-28-human,1.0,human,1.0,3/28/2020,10:10:30,2020-03-28 10:10:30, ,6152
MacArthurBridge,MB,RCNX0952-MB-2020-02-29-human,1.0,human,2.0,2/29/2020,11:27:00,2020-02-29 11:27:00,jogger,5775
MacArthurBridge,MB,RCNX0271-MB-2020-02-14-human,1.0,human,1.0,2/14/2020,11:49:00,2020-02-14 11:49:00, ,5550
MacArthurBridge,MB,RCNX0868-MB-2020-03-28-human,1.0,human,1.0,3/28/2020,11:06:59,2020-03-28 11:06:59, ,6154
MacArthurBridge,MB,RCNX0139-MB-2020-03-09-human,1.0,human,1.0,3/9/2020,18:24:30,2020-03-09 18:24:30, ,5902
MacArthurBridge,MB,RCNX0166-MB-2020-01-29-human,1.0,human,1.0,1/29/2020,10:47:00,2020-01-29 10:47:00,Runner,5333
MacArthurBridge,MB,RCNX0337-MB-2020-04-07-human,2.0,human,1.0,4/7/2020,14:02:00,2020-04-07 14:02:00, ,6379
MacArthurBridge,MB,RCNX0581-MB-2020-02-21-human,1.0,human,1.0,2/21/2020,7:46:00,2020-02-21 07:46:00, ,5650
MacArthurBridge,MB,RCNX1795-MB-2020-04-25-human,1.0,human,1.0,4/25/2020,13:43:00,2020-04-25 13:43:00, ,6593
MacArthurBridge,MB,RCNX0547-MB-2020-03-21-horse and human,1.0,horse and human,,3/21/2020,16:46:13,2020-03-21 16:46:13,,6052
MacArthurBridge,MB,RCNX0805-MB-2020-03-27-human,1.0,human,1.0,3/27/2020,11:01:14,2020-03-27 11:01:14, ,6132
MacArthurBridge,MB,RCNX0235-MB-2020-01-30-horse and human,1.0,horse and human,,1/30/2020,14:42:00,2020-01-30 14:42:00,,5359
MacArthurBridge,MB,RCNX0706-MB-2020-04-17-human,1.0,human,1.0,4/17/2020,15:47:00,2020-04-17 15:47:00, ,6467
MacArthurBridge,MB,RCNX0427-MB-2020-04-08-human,1.0,human,1.0,4/8/2020,18:57:00,2020-04-08 18:57:00, ,6390
MacArthurBridge,MB,RCNX0757-MB-2020-03-26-human,1.0,human,2.0,3/26/2020,13:07:16,2020-03-26 13:07:16, ,6116
MacArthurBridge,MB,RCNX1777-MB-2020-04-25-human,1.0,human,1.0,4/25/2020,11:31:00,2020-04-25 11:31:00, ,6589
MacArthurBridge,MB,RCNX0124-MB-2020-01-28-human,2.0,human,1.0,1/28/2020,7:41:00,2020-01-28 07:41:00, ,5319
MacArthurBridge,MB,RCNX0796-MB-2020-03-27-human,1.0,human,1.0,3/27/2020,9:28:55,2020-03-27 09:28:55, ,6129
MacArthurBridge,MB,RCNX0106-MB-2020-04-04-human,1.0,human,1.0,4/4/2020,12:10:00,2020-04-04 12:10:00, ,6318
MacArthurBridge,MB,RCNX0268-MB-2020-01-31-human,1.0,human,1.0,1/31/2020,13:43:00,2020-01-31 13:43:00,Runner,5370
MacArthurBridge,MB,RCNX0691-MB-2020-04-17-human,1.0,human,1.0,4/17/2020,13:57:00,2020-04-17 13:57:00, ,6463
MacArthurBridge,MB,RCNX1963-MB-2020-04-27-human,1.0,human,1.0,4/27/2020,11:19:00,2020-04-27 11:19:00, ,6628
MacArthurBridge,MB,RCNX0406-MB-2020-02-17-domestic dog,1.0,domestic dog,1.0,2/17/2020,9:27:00,2020-02-17 09:27:00, ,5592
MacArthurBridge,MB,RCNX0230-MB-2020-03-12-human,1.0,human,1.0,3/12/2020,10:23:58,2020-03-12 10:23:58, ,5935
MacArthurBridge,MB,RCNX0217-MB-2020-01-30-human,1.0,human,1.0,1/30/2020,9:06:00,2020-01-30 09:06:00,Homeless person,5350
MacArthurBridge,MB,RCNX0228-MB-2020-03-12-human,1.0,human,1.0,3/12/2020,10:17:17,2020-03-12 10:17:17, ,5933
MacArthurBridge,MB,RCNX0127-MB-2020-02-11-human,1.0,human,1.0,2/11/2020,14:03:00,2020-02-11 14:03:00,jogger,5503
MacArthurBridge,MB,RCNX0346-MB-2020-02-16-human,1.0,human,1.0,2/16/2020,8:22:00,2020-02-16 08:22:00,jogger,5574
MacArthurBridge,MB,RCNX0637-MB-2020-04-14-human,1.0,human,1.0,4/14/2020,17:08:00,2020-04-14 17:08:00, ,6444
MacArthurBridge,MB,RCNX0280-MB-2020-02-14-human,1.0,human,2.0,2/14/2020,16:27:00,2020-02-14 16:27:00,jogger,5553
MacArthurBridge,MB,RCNX0844-MB-2020-04-18-human,1.0,human,1.0,4/18/2020,12:21:00,2020-04-18 12:21:00, ,6480
MacArthurBridge,MB,RCNX2539-MB-2020-04-30-human,1.0,human,1.0,4/30/2020,17:24:00,2020-04-30 17:24:00, ,6691
MacArthurBridge,MB,RCNX1855-MB-2020-04-25-human,1.0,human,5.0,4/25/2020,23:18:00,2020-04-25 23:18:00, ,6599
MacArthurBridge,MB,RCNX0667-MB-2020-04-15-dog and human,1.0,dog and human,,4/15/2020,8:50:00,2020-04-15 08:50:00,,6456
MacArthurBridge,MB,RCNX0790-MB-2020-04-17-human,1.0,human,1.0,4/17/2020,17:49:00,2020-04-17 17:49:00, ,6469
MacArthurBridge,MB,RCNX0478-MB-2020-04-11-human,1.0,human,1.0,4/11/2020,15:02:00,2020-04-11 15:02:00, ,6405
MacArthurBridge,MB,RCNX0832-MB-2020-02-26-human,1.0,human,3.0,2/26/2020,17:27:00,2020-02-26 17:27:00,jogger,5734
MacArthurBridge,MB,RCNX0484-MB-2020-02-19-human,1.0,human,2.0,2/19/2020,7:27:00,2020-02-19 07:27:00,joggers,5618
MacArthurBridge,MB,RCNX0130-MB-2020-02-11-human,1.0,human,1.0,2/11/2020,15:01:00,2020-02-11 15:01:00,jogger,5504
MacArthurBridge,MB,RCNX0298-MB-2020-03-15-domestic dog,3.0,domestic dog,1.0,3/15/2020,8:44:21,2020-03-15 08:44:21, ,5960
MacArthurBridge,MB,RCNX0061-MB-2020-04-03-human,1.0,human,1.0,4/3/2020,20:01:00,2020-04-03 20:01:00, ,6301
MacArthurBridge,MB,RCNX0205-MB-2020-02-13-human,1.0,human,1.0,2/13/2020,7:28:00,2020-02-13 07:28:00,jogger,5529
MacArthurBridge,MB,RCNX1237-MB-2020-04-02-human,1.0,human,1.0,4/2/2020,8:03:35,2020-04-02 08:03:35, ,6266
MacArthurBridge,MB,RCNX2312-MB-2020-04-29-vehicle,1.0,vehicle,1.0,4/29/2020,9:49:00,2020-04-29 09:49:00, ,6656
MacArthurBridge,MB,RCNX0241-MB-2020-03-12-human,3.0,human,1.0,3/12/2020,18:41:34,2020-03-12 18:41:34, ,5942
MacArthurBridge,MB,RCNX0655-MB-2020-04-14-human,1.0,human,1.0,4/14/2020,19:24:00,2020-04-14 19:24:00, ,6452
MacArthurBridge,MB,RCNX1351-MB-2020-04-22-dog and human,1.0,dog and human,,4/22/2020,12:27:00,2020-04-22 12:27:00,,6546
MacArthurBridge,MB,RCNX0952-MB-2020-04-19-human,1.0,human,1.0,4/19/2020,14:58:00,2020-04-19 14:58:00, ,6509
MacArthurBridge,MB,RCNX0814-MB-2020-02-26-human,1.0,human,1.0,2/26/2020,12:53:00,2020-02-26 12:53:00,jogger,5728
MacArthurBridge,MB,RCNX1090-MB-2020-03-04-human,1.0,human,1.0,3/4/2020,7:23:00,2020-03-04 07:23:00, ,5817
MacArthurBridge,MB,RCNX0109-MB-2020-03-09-human,2.0,human,1.0,3/9/2020,9:46:12,2020-03-09 09:46:12, ,5890
MacArthurBridge,MB,RCNX0256-MB-2020-01-31-horse,1.0,horse,1.0,1/31/2020,10:50:00,2020-01-31 10:50:00,A horse rider,5366
MacArthurBridge,MB,RCNX0659-MB-2020-04-15-human,2.0,human,1.0,4/15/2020,8:00:00,2020-04-15 08:00:00, ,6453
MacArthurBridge,MB,RCNX0061-MB-2020-02-08-human,1.0,human,2.0,2/8/2020,15:37:00,2020-02-08 15:37:00, ,5479
MacArthurBridge,MB,RCNX0979-MB-2020-02-29-human,1.0,human,1.0,2/29/2020,17:32:00,2020-02-29 17:32:00,biker,5783
MacArthurBridge,MB,RCNX0007-MB-2020-03-06-horse and human,1.0,horse and human,,3/6/2020,10:50:22,2020-03-06 10:50:22,,5856
MacArthurBridge,MB,RCNX0349-MB-2020-04-08-human,1.0,human,1.0,4/8/2020,13:05:00,2020-04-08 13:05:00, ,6383
MacArthurBridge,MB,RCNX1042-MB-2020-04-20-human,1.0,human,2.0,4/20/2020,11:51:00,2020-04-20 11:51:00,bikers,6521
MacArthurBridge,MB,RCNX0049-MB-2020-02-07-human,1.0,human,1.0,2/7/2020,5:15:00,2020-02-07 05:15:00,homeless person who lives under the bridge,5294
MacArthurBridge,MB,RCNX0844-MB-2020-02-27-domestic dog,1.0,domestic dog,1.0,2/27/2020,8:09:00,2020-02-27 08:09:00, ,5738
MacArthurBridge,MB,RCNX0283-MB-2020-02-14-human,1.0,human,1.0,2/14/2020,16:56:00,2020-02-14 16:56:00, ,5554
MacArthurBridge,MB,RCNX0493-MB-2020-02-19-human,1.0,human,1.0,2/19/2020,8:53:00,2020-02-19 08:53:00, ,5621
MacArthurBridge,MB,RCNX1477-MB-2020-04-23-human,1.0,human,1.0,4/23/2020,6:48:00,2020-04-23 06:48:00, ,6559
MacArthurBridge,MB,RCNX0877-MB-2020-02-27-human,1.0,human,1.0,2/27/2020,19:01:00,2020-02-27 19:01:00, ,5750
MacArthurBridge,MB,RCNX0429-MB-2020-03-20-human,2.0,human,1.0,3/20/2020,7:35:51,2020-03-20 07:35:51, ,6011
MacArthurBridge,MB,RCNX0904-MB-2020-02-28-human,1.0,human,1.0,2/28/2020,10:38:00,2020-02-28 10:38:00, ,5759
MacArthurBridge,MB,RCNX0688-MB-2020-04-17-human,1.0,human,2.0,4/17/2020,13:11:00,2020-04-17 13:11:00, ,6462
MacArthurBridge,MB,RCNX0220-MB-2020-01-30-human,1.0,human,1.0,1/30/2020,10:33:00,2020-01-30 10:33:00,Runner,5351
MacArthurBridge,MB,RCNX0589-MB-2020-02-21-human,1.0,human,1.0,2/21/2020,11:09:00,2020-02-21 11:09:00, ,5653
MacArthurBridge,MB,RCNX0428-MB-2020-04-08-human,2.0,human,1.0,4/8/2020,18:58:00,2020-04-08 18:58:00, ,6391
MacArthurBridge,MB,RCNX1066-MB-2020-03-30-human,1.0,human,1.0,3/30/2020,18:07:32,2020-03-30 18:07:32, ,6219
MacArthurBridge,MB,RCNX0433-MB-2020-02-17-horse and human,1.0,horse and human,,2/17/2020,14:28:00,2020-02-17 14:28:00,,5601
MacArthurBridge,MB,RCNX0700-MB-2020-03-25-human,3.0,human,1.0,3/25/2020,11:35:00,2020-03-25 11:35:00, ,6097
